function,smellKey,smellId
"protected boolean callRemoveSync(K key, Data keyData, Data oldValueData, boolean withCompletionEvent){
    InternalCompletableFuture<Boolean> delegatingFuture = doRemoveOnServer(keyData, oldValueData, withCompletionEvent);
    try {
        return delegatingFuture.get();
    } catch (Throwable t) {
        throw rethrow(t);
    }
}",java:S1172,
"public boolean argumentMustBeScalar(int ordinal){
    return true;
}",java:S1172,
"public boolean verbose(String line){
    beeLine.info(""verbose: on"");
    return set(""set verbose true"");
}",java:S1172,
"protected Operator addOperatorArgument(RuleContext context, MethodCallExpr methodCallExpr, String opName){
    Operator operator = Operator.Register.getOperator(opName);
    try {
        operator.getClass().getField(""INSTANCE"");
        methodCallExpr.addArgument(operator.getClass().getCanonicalName() + "".INSTANCE"");
    } catch (NoSuchFieldException e) {
        methodCallExpr.addArgument(toStringLiteral(opName));
    }
    return operator;
}",java:S1172,
"private void validateAnnotations(final List<? extends ObjectAssociation> list, final Class<?> cls) throws IllegalArgumentException{
    if (fieldsAnnotatedWith(cls, PivotRow.class).size() == 0) {
        throw new IllegalArgumentException(""No annotation for row found"");
    }
    if (fieldsAnnotatedWith(cls, PivotRow.class).size() > 1) {
        throw new IllegalArgumentException(""Only one annotation for row allowed"");
    }
    if (fieldsAnnotatedWith(cls, PivotColumn.class).size() == 0) {
        throw new IllegalArgumentException(""No annotation for column found"");
    }
    if (fieldsAnnotatedWith(cls, PivotValue.class).size() == 0) {
        throw new IllegalArgumentException(""No annotation for value found"");
    }
}",java:S1172,
"public static ObjectBulkLoader createDefault(final MetaModelContext mmc){
    return request -> ChainOfResponsibility.named(""ObjectBulkLoader"", handlers).handle(request);
}",java:S1172,
"public void setValue(final java.lang.String value){
}",java:S1172,
"private void createProviderCross(URL url, Transaction transaction){
    String consumerAppName = RpcContext.getContext().getAttachment(Constants.APPLICATION_KEY);
    if (StringUtils.isEmpty(consumerAppName)) {
        consumerAppName = RpcContext.getContext().getRemoteHost() + "":"" + RpcContext.getContext().getRemotePort();
    }
    Event crossAppEvent = Cat.newEvent(CatConstants.PROVIDER_CALL_APP, consumerAppName);
    Event crossServerEvent = Cat.newEvent(CatConstants.PROVIDER_CALL_SERVER, RpcContext.getContext().getRemoteHost());
    crossAppEvent.setStatus(Event.SUCCESS);
    crossServerEvent.setStatus(Event.SUCCESS);
    completeEvent(crossAppEvent);
    completeEvent(crossServerEvent);
    transaction.addChild(crossAppEvent);
    transaction.addChild(crossServerEvent);
}",java:S1172,
"public static StaticAttributeTag attributeTagFor(DynamoDbPartitionKey annotation){
    return StaticAttributeTags.primaryPartitionKey();
}",java:S1172,
"public synchronized boolean addSatiation(Avatar avatar, float satiationIncrease, int itemId){
    Map<Integer, Long> propMap = new HashMap<>();
    int satiation = Math.round(satiationIncrease * 100);
    float totalSatiation = ((satiationIncrease * 100) + avatar.getSatiation());
    updateTime();
    var playerTime = (player.getClientTime() / 1000);
    float finishTime = playerTime + (totalSatiation / 30);
    long penaltyTime = playerTime;
    long penaltyValue = avatar.getSatiationPenalty();
    if (totalSatiation + avatar.getSatiation() > 10000 && penaltyValue == 0) {
        penaltyTime += 30;
        penaltyValue = 3000;
    }
    if (!addSatiationDirectly(avatar, satiation))
        return false;
    propMap.put(PlayerProperty.PROP_SATIATION_VAL.getId(), Long.valueOf(satiation));
    propMap.put(PlayerProperty.PROP_SATIATION_PENALTY_TIME.getId(), penaltyValue);
    player.getSession().send(new PacketAvatarPropNotify(avatar, propMap));
    player.getSession().send(new PacketAvatarSatiationDataNotify(avatar, finishTime, penaltyTime));
    return true;
}",java:S1172,
"protected Query getQueryForCustomConds(final SearchCond cond, final AnyTypeKind kind){
    return null;
}",java:S1172,
"private boolean isPermitted(String userName, Identifier identifier, String qualifier){
    RealmSecurityManager securityManager = getSecurityManager();
    if (securityManager == null) {
        return true;
    }
    final Subject subject = SecurityUtils.getSubject();
    final String permission = asPermissionsString(identifier) + "":"" + qualifier;
    try {
        return subject.isPermitted(permission);
    } finally {
        CausewayPermission.resetVetoedPermissions();
    }
}",java:S1172,
"public boolean isServerVersionAccepted(int major, int minor){
    switch(this) {
        case VERSION_1:
            return major == 1;
        case VERSION_2_ALLOW_1:
            return major == 1 || major == 2;
        case VERSION_2:
            return major == 2;
        default:
            return false;
    }
}",java:S1172,
"public static ScannableTable eval(boolean b){
    return new ScannableTable() {

        @Override
        public Enumerable<@Nullable Object[]> scan(DataContext root) {
            return Linq4j.asEnumerable(ROWS);
        }

        @Override
        public RelDataType getRowType(RelDataTypeFactory typeFactory) {
            return typeFactory.builder().add(""country"", SqlTypeName.VARCHAR).add(""latitude"", SqlTypeName.DECIMAL).nullable(true).add(""longitude"", SqlTypeName.DECIMAL).nullable(true).add(""name"", SqlTypeName.VARCHAR).build();
        }

        @Override
        public Statistic getStatistic() {
            return Statistics.of(246D, ImmutableList.of(ImmutableBitSet.of(0), ImmutableBitSet.of(3)));
        }

        @Override
        public Schema.TableType getJdbcTableType() {
            return Schema.TableType.TABLE;
        }

        @Override
        public boolean isRolledUp(String column) {
            return false;
        }

        @Override
        public boolean rolledUpColumnValidInsideAgg(String column, SqlCall call, @Nullable SqlNode parent, @Nullable CalciteConnectionConfig config) {
            return false;
        }
    };
}",java:S1172,
"public Shuttle preVisit(WhileStatement whileStatement){
    return this;
}",java:S1172,
"public PTLinkType produce(PTLink ptLink, boolean addExtension){
    PTLinkType jaxbPTLink = tridentFactory.createPTLinkType();
    populateFromModel(jaxbPTLink, ptLink);
    jaxbPTLink.setName(ptLink.getName());
    jaxbPTLink.setStartOfLink(getNonEmptyObjectId(ptLink.getStartOfLink()));
    jaxbPTLink.setEndOfLink(getNonEmptyObjectId(ptLink.getEndOfLink()));
    jaxbPTLink.setLinkDistance(ptLink.getLinkDistance());
    return jaxbPTLink;
}",java:S1172,
"private void createProviderCross(URL url, Transaction transaction){
    String consumerAppName = RpcContext.getContext().getAttachment(CommonConstants.APPLICATION_KEY);
    if (StringUtils.isEmpty(consumerAppName)) {
        consumerAppName = RpcContext.getContext().getRemoteHost() + "":"" + RpcContext.getContext().getRemotePort();
    }
    Event crossAppEvent = Cat.newEvent(CatConstants.PROVIDER_CALL_APP, consumerAppName);
    Event crossServerEvent = Cat.newEvent(CatConstants.PROVIDER_CALL_SERVER, RpcContext.getContext().getRemoteHost());
    crossAppEvent.setStatus(Event.SUCCESS);
    crossServerEvent.setStatus(Event.SUCCESS);
    completeEvent(crossAppEvent);
    completeEvent(crossServerEvent);
    transaction.addChild(crossAppEvent);
    transaction.addChild(crossServerEvent);
}",java:S1172,
"public boolean validRexOperands(int count, Litmus litmus){
    return true;
}",java:S1172,
"public List<? extends Schema<?>> readClass(OpenAPI oasDocument, Class<?> clazz){
    if (clazz.equals(java.io.File.class)) {
        return null;
    } else {
        return readClassOpenApi3(clazz);
    }
}",java:S1172,
"public boolean isOnSameNodeGroup(Node node1, Node node2){
    return false;
}",java:S1172,
"public Double getMinRowCount(RelSubset rel, RelMetadataQuery mq){
    Util.discard(Bug.CALCITE_1048_FIXED);
    for (RelNode node : rel.getRels()) {
        if (node instanceof Sort) {
            Sort sort = (Sort) node;
            if (sort.fetch instanceof RexLiteral) {
                return (double) RexLiteral.intValue(sort.fetch);
            }
        }
    }
    return 0D;
}",java:S1172,
"public static void createValidationFiles(URL url, File localDestination, URL hashURL, Hash hash){
    try {
        URLConnection resourceConnection = url.openConnection();
        createValidationFiles(resourceConnection, localDestination, hashURL, FileDownloadUtils.Hash.UNKNOWN);
    } catch (IOException e) {
        logger.warn(""could not open connection to resource file due to exception: {}"", e.getMessage());
    }
}",java:S1172,
"private void addCallerProject(String ip, String app, Type type){
    String projectName = app;
    TypeDetailInfo all = m_callerProjectsInfo.get(ALL_CLIENT);
    if (all == null) {
        all = new TypeDetailInfo(m_reportDuration, ALL_CLIENT);
        m_callerProjectsInfo.put(ALL_CLIENT, all);
    }
    TypeDetailInfo info = m_callerProjectsInfo.get(projectName);
    if (info == null) {
        info = new TypeDetailInfo(m_reportDuration, projectName);
        m_callerProjectsInfo.put(projectName, info);
    }
    info.mergeType(type);
    all.mergeType(type);
}",java:S1172,
"protected void waitWhileFilesAreBeingModified(Driver driver, DownloadsFolder folder, long timeout, long pollingInterval){
    Map<String, Long> times = folder.modificationTimes();
    long lastModifiedAt = currentTimeMillis();
    for (long start = currentTimeMillis(); currentTimeMillis() - start < timeout; pause(pollingInterval)) {
        var newTimes = folder.modificationTimes();
        if (!newTimes.equals(times)) {
            log.debug(""Files has been modified - old: {}, new: {}"", times, newTimes);
            lastModifiedAt = currentTimeMillis();
            times = newTimes;
        } else {
            log.debug(""Files has not been modified in last {} ms: {}"", pollingInterval, times);
            if (currentTimeMillis() - lastModifiedAt > 1000) {
                log.debug(""Files has not been modified during last {} ms."", currentTimeMillis() - lastModifiedAt);
                return;
            }
        }
    }
    log.warn(""Files are still being modified during last {} ms."", currentTimeMillis() - lastModifiedAt);
}",java:S1172,
"private boolean handleStaleSequenceException(StaleSequenceException staleSequenceException){
    long headSeq = ringbuffer.headSequence();
    logFine(logger, ""Message listener '%s' ran into a stale sequence. Jumping from oldSequence %d to "" + ""sequence %d."", id, sequence, headSeq);
    adjustSequence(headSeq);
    return true;
}",java:S1172,
"private void initializeHierarchyUnencrypted(DeterministicKey baseKey){
    externalParentKey = hierarchy.deriveChild(getAccountPath(), false, false, ChildNumber.ZERO);
    internalParentKey = hierarchy.deriveChild(getAccountPath(), false, false, ChildNumber.ONE);
    addToBasicChain(externalParentKey);
    addToBasicChain(internalParentKey);
}",java:S1172,
"public static synchronized TemplateRegistry getRuleTemplateRegistry(ClassLoader cl){
    if (!RULE_REGISTRY.contains(""rules"")) {
        InputStream javaRuleMvelStream = JavaRuleBuilderHelper.class.getResourceAsStream(JAVA_RULE_MVEL);
        RULE_REGISTRY.addNamedTemplate(""rules"", TemplateCompiler.compileTemplate(javaRuleMvelStream));
        try {
            javaRuleMvelStream.close();
        } catch (IOException ex) {
            logger.debug(""Failed to close stream!"", ex);
        }
        TemplateRuntime.execute(RULE_REGISTRY.getNamedTemplate(""rules""), null, RULE_REGISTRY);
    }
    return RULE_REGISTRY;
}",java:S1172,
"private void parseForBind(Bind parentObj, String parentTag, String qName, Attributes attributes) throws SAXException{
    objects.push(parentObj);
    tags.push(qName);
}",java:S1172,
